"","Adaptable","BestValue","CuttingEdge","Delightful","Exciting","Friendly","Generous","Helpful","Intuitive","Brand"
"2457",4,3,3,4,4,4,4,4,4,"Romeo"
"2458",6,4,5,4,5,5,5,4,4,"Romeo"
"2459",5,6,5,4,4,6,3,4,4,"Romeo"
"2460",5,5,3,4,4,5,5,6,5,"Romeo"
"2461",5,4,5,6,5,5,4,5,3,"Sierra"
"2462",4,3,4,3,4,4,5,3,3,"Romeo"
"2463",4,4,4,5,4,3,5,3,4,"Tango"
"2464",5,3,4,2,4,5,5,4,5,"Sierra"
"2465",2,2,3,4,2,5,4,4,4,"Romeo"
"2466",6,5,5,6,6,5,4,5,6,"Sierra"
"2467",3,3,4,4,2,3,4,3,4,"Sierra"
"2468",5,3,2,5,3,3,2,5,3,"Romeo"
"2469",5,6,4,6,5,3,4,2,1,"Tango"
"2470",3,3,3,3,3,5,3,5,3,"Sierra"
"2471",5,4,4,4,4,3,3,5,3,"Sierra"
"2472",5,3,7,2,4,5,5,5,4,"Sierra"
"2473",4,4,4,4,4,3,3,3,4,"Sierra"
"2474",5,5,5,5,7,5,4,2,4,"Sierra"
"2475",4,7,3,3,4,2,2,4,4,"Tango"
"2476",4,3,3,3,3,6,3,5,4,"Romeo"
"2477",3,5,5,6,4,5,6,4,5,"Romeo"
"2478",4,3,5,5,4,4,4,4,4,"Sierra"
"2479",3,3,4,6,5,3,4,4,4,"Romeo"
"2480",6,4,5,4,4,4,5,5,6,"Romeo"
"2481",5,4,2,4,4,4,3,4,3,"Romeo"
"2482",4,3,4,4,4,5,4,6,4,"Romeo"
"2483",3,4,3,3,2,3,4,4,3,"Papa"
"2484",3,3,5,5,3,4,5,3,1,"Romeo"
"2485",5,5,4,4,3,4,4,4,4,"Romeo"
"2486",4,4,4,4,4,4,5,5,4,"Romeo"
"2487",4,4,5,4,5,4,4,4,3,"Sierra"
"2488",5,4,3,4,3,5,5,3,4,"Romeo"
"2489",4,3,3,5,3,3,3,4,3,"Tango"
"2490",4,3,4,5,4,6,5,4,4,"Papa"
"2491",4,2,5,3,5,4,5,5,4,"Sierra"
"2492",4,4,2,2,3,4,4,4,4,"Papa"
"2493",5,4,3,3,3,4,5,5,4,"Romeo"
"2494",3,2,5,3,5,5,3,4,4,"Romeo"
"2495",4,3,3,4,2,3,3,4,4,"Romeo"
"2496",4,4,5,3,4,4,5,4,4,"Sierra"
"2497",5,5,3,5,5,5,4,5,5,"Romeo"
"2498",5,5,3,4,5,5,3,3,3,"Sierra"
"2499",4,3,5,4,5,6,4,5,3,"Tango"
"2500",5,4,3,3,3,3,3,5,4,"Romeo"
"2501",4,3,4,6,4,4,4,5,4,"Sierra"
"2502",5,4,6,4,4,4,5,4,5,"Sierra"
"2503",6,7,4,5,5,5,4,4,3,"Sierra"
"2504",5,3,4,4,5,6,4,5,3,"Sierra"
"2505",7,5,5,4,4,4,3,4,4,"Romeo"
"2506",5,4,6,5,5,5,5,3,4,"Tango"
"2507",4,5,4,3,2,5,3,5,4,"Romeo"
"2508",2,2,6,5,5,4,3,5,3,"Romeo"
"2509",5,5,4,4,4,5,3,4,3,"Romeo"
"2510",4,2,5,4,4,4,5,5,4,"Sierra"
"2511",5,3,3,2,4,4,4,4,4,"Sierra"
"2512",5,4,6,4,6,5,6,4,5,"Sierra"
"2513",3,2,4,4,5,5,4,4,3,"Sierra"
"2514",4,3,5,5,5,2,5,3,3,"Tango"
"2515",5,4,4,4,4,5,3,5,5,"Romeo"
"2516",5,4,1,3,4,6,3,6,5,"Papa"
"2517",4,3,3,3,3,2,5,2,3,"Romeo"
"2518",4,4,5,3,3,6,4,5,3,"Papa"
"2519",6,4,3,4,4,7,4,4,4,"Papa"
"2520",5,3,5,4,4,6,3,5,4,"Romeo"
"2521",4,4,5,4,4,3,3,3,2,"Romeo"
"2522",4,2,2,3,3,2,4,4,4,"Romeo"
"2523",4,4,3,4,4,5,5,6,3,"Tango"
"2524",5,4,5,5,6,4,4,5,4,"Romeo"
"2525",3,3,5,4,4,4,3,3,2,"Sierra"
"2526",7,5,4,5,3,5,4,4,4,"Papa"
"2527",5,5,3,3,4,4,3,4,3,"Sierra"
"2528",7,4,4,5,4,4,4,4,5,"Romeo"
"2529",3,1,4,3,4,3,3,4,4,"Romeo"
"2530",2,2,5,6,4,4,5,4,4,"Sierra"
"2531",5,3,3,2,2,4,3,5,3,"Papa"
"2532",4,2,6,4,4,4,4,4,4,"Romeo"
"2533",4,2,3,3,4,4,3,4,2,"Romeo"
"2534",3,4,3,3,4,4,4,4,3,"Romeo"
"2535",4,4,4,4,4,4,4,4,4,"Sierra"
"2536",4,4,4,4,4,3,4,3,4,"Romeo"
"2537",3,3,3,3,6,4,4,3,3,"Sierra"
"2538",4,3,4,4,4,4,5,4,4,"Romeo"
"2539",3,4,4,4,5,4,4,2,3,"Sierra"
"2540",6,5,4,3,4,4,4,7,4,"Sierra"
"2541",4,6,4,2,3,4,4,3,3,"Sierra"
"2542",5,5,4,4,4,5,4,4,3,"Sierra"
"2543",5,2,4,4,5,3,5,5,4,"Romeo"
"2544",5,4,4,4,3,4,5,5,5,"Romeo"
"2545",4,3,4,4,3,3,3,3,3,"Sierra"
"2546",5,3,6,4,4,3,4,3,3,"Sierra"
"2547",5,3,4,6,4,4,4,3,4,"Romeo"
"2548",6,5,5,4,4,4,5,3,3,"Papa"
"2549",5,4,4,4,3,4,4,2,5,"Romeo"
"2550",4,4,6,3,3,5,3,5,4,"Sierra"
"2551",3,4,4,3,3,4,3,2,2,"Romeo"
"2552",4,7,6,5,6,6,5,3,4,"Tango"
"2553",5,4,5,4,4,3,3,4,3,"Romeo"
"2554",5,5,5,5,5,4,5,5,4,"Sierra"
"2555",5,4,5,3,5,5,4,3,3,"Tango"
"2556",2,4,5,4,4,4,4,4,3,"Sierra"
"2557",5,6,4,4,4,5,3,5,5,"Sierra"
"2558",4,3,4,3,4,4,3,4,3,"Tango"
"2559",5,4,3,4,4,6,4,4,6,"Romeo"
"2560",4,4,6,6,6,4,6,4,4,"Tango"
"2561",5,4,5,5,5,4,5,5,2,"Tango"
"2562",6,4,5,2,4,4,5,4,3,"Sierra"
"2563",6,7,5,4,4,5,3,3,4,"Tango"
"2564",5,4,5,4,5,4,5,6,5,"Romeo"
"2565",4,4,4,4,4,4,3,3,4,"Romeo"
"2566",4,5,5,5,3,4,6,3,3,"Sierra"
"2567",5,3,3,4,5,3,2,4,4,"Sierra"
"2568",3,4,3,4,4,2,4,1,3,"Sierra"
"2569",4,4,5,4,4,4,5,2,3,"Sierra"
"2570",6,5,3,2,3,6,4,5,4,"Sierra"
"2571",5,3,4,4,4,7,5,6,6,"Papa"
"2572",4,5,4,3,3,5,3,3,4,"Romeo"
"2573",4,4,5,4,4,5,3,4,5,"Sierra"
"2574",5,5,6,5,5,5,4,4,5,"Romeo"
"2575",4,3,4,4,4,4,3,5,3,"Papa"
"2576",6,5,4,5,4,4,4,5,5,"Romeo"
"2577",4,1,4,4,3,3,4,3,3,"Papa"
"2578",4,4,5,5,5,4,5,4,3,"Sierra"
"2579",5,4,3,5,5,5,7,5,6,"Sierra"
"2580",3,4,5,4,4,4,4,5,4,"Romeo"
"2581",4,4,3,5,4,4,3,5,3,"Tango"
"2582",4,4,4,4,4,2,5,3,2,"Sierra"
"2583",6,5,5,4,3,6,3,5,5,"Papa"
"2584",4,4,4,4,3,4,4,5,4,"Romeo"
"2585",5,4,4,4,4,5,3,5,5,"Romeo"
"2586",5,4,5,3,4,5,2,4,5,"Romeo"
"2587",2,2,5,5,5,4,4,1,3,"Sierra"
"2588",4,4,2,4,3,4,2,3,3,"Papa"
"2589",4,4,3,2,2,6,2,6,4,"Romeo"
"2590",6,5,5,6,4,5,2,5,3,"Sierra"
"2591",4,4,4,4,3,4,4,3,4,"Romeo"
"2592",4,3,3,3,2,3,4,2,2,"Sierra"
"2593",4,4,3,3,3,2,3,3,2,"Tango"
"2594",4,3,3,3,4,4,4,5,3,"Romeo"
"2595",5,4,5,6,6,5,5,4,3,"Sierra"
"2596",3,3,4,5,4,4,3,3,3,"Sierra"
"2597",3,2,3,4,3,3,2,1,3,"Sierra"
"2598",5,4,4,4,5,4,3,3,2,"Tango"
"2599",3,4,4,5,5,3,4,3,2,"Tango"
"2600",4,3,3,4,4,2,3,3,3,"Romeo"
"2601",4,3,5,5,6,5,4,5,5,"Romeo"
"2602",4,5,4,2,3,3,5,4,3,"Sierra"
"2603",4,4,5,4,4,5,4,5,4,"Sierra"
"2604",5,3,5,5,5,4,4,4,5,"Tango"
"2605",4,4,4,6,4,4,5,4,4,"Sierra"
"2606",3,4,6,5,5,2,3,4,2,"Sierra"
"2607",4,3,6,6,5,5,3,4,4,"Romeo"
"2608",5,5,5,3,4,4,5,6,4,"Sierra"
"2609",5,5,2,4,3,4,4,4,3,"Romeo"
"2610",3,3,3,2,4,4,2,5,5,"Romeo"
"2611",4,4,4,3,4,4,5,5,4,"Papa"
"2612",4,6,5,4,4,5,5,5,3,"Sierra"
"2613",4,2,4,5,4,6,3,3,5,"Sierra"
"2614",4,5,2,4,3,3,3,1,2,"Romeo"
"2615",4,4,7,5,4,5,5,4,4,"Romeo"
"2616",4,3,4,5,4,5,4,3,5,"Romeo"
"2617",6,6,3,4,5,4,5,4,4,"Romeo"
"2618",4,3,4,4,5,4,4,4,4,"Sierra"
"2619",5,5,5,4,3,3,4,3,3,"Sierra"
"2620",3,2,5,4,5,5,4,4,5,"Romeo"
"2621",5,5,5,5,5,5,5,5,4,"Sierra"
"2622",4,3,4,3,5,4,6,4,4,"Tango"
"2623",5,4,4,5,5,4,4,5,5,"Romeo"
"2624",4,3,5,5,5,3,4,4,4,"Sierra"
"2625",4,4,4,3,3,5,4,4,3,"Romeo"
"2626",4,4,5,5,5,2,4,5,4,"Papa"
"2627",5,4,4,5,4,5,4,3,2,"Tango"
"2628",4,5,5,4,4,5,5,2,4,"Sierra"
"2629",3,3,3,4,5,6,3,3,4,"Sierra"
"2630",5,4,4,4,4,5,5,2,5,"Romeo"
"2631",5,5,6,5,6,5,4,6,5,"Romeo"
"2632",5,5,6,3,4,4,4,3,2,"Sierra"
"2633",3,4,5,6,6,4,5,3,4,"Tango"
"2634",4,4,4,4,2,5,5,5,4,"Papa"
"2635",3,2,6,5,6,4,4,5,5,"Tango"
"2636",4,4,3,4,3,4,4,4,4,"Papa"
"2637",4,3,6,6,6,4,5,4,4,"Tango"
"2638",5,4,3,3,3,4,3,4,5,"Papa"
"2639",3,2,5,5,6,5,5,4,2,"Tango"
"2640",4,3,4,5,5,3,4,2,3,"Romeo"
"2641",6,5,4,4,3,6,3,4,4,"Romeo"
"2642",4,4,5,4,5,4,4,3,4,"Tango"
"2643",4,4,3,3,5,4,4,3,4,"Romeo"
"2644",5,5,5,5,6,4,6,3,4,"Sierra"
"2645",3,3,4,4,2,4,3,4,4,"Papa"
"2646",4,4,4,5,5,4,4,3,3,"Sierra"
"2647",4,2,4,4,3,4,4,4,4,"Romeo"
"2648",4,5,4,3,5,4,4,4,3,"Sierra"
"2649",4,2,3,3,3,5,4,5,4,"Sierra"
"2650",4,4,4,5,4,2,4,3,3,"Sierra"
"2651",3,2,3,2,5,4,5,4,2,"Sierra"
"2652",5,5,4,3,3,4,4,3,3,"Romeo"
"2653",4,4,4,5,4,4,4,4,4,"Sierra"
"2654",3,4,2,5,3,4,4,4,5,"Sierra"
"2655",3,3,3,4,2,3,5,5,4,"Romeo"
"2656",4,4,5,3,6,3,4,3,3,"Sierra"
"2657",5,4,4,5,4,4,5,4,4,"Tango"
"2658",4,6,4,5,5,3,6,3,4,"Romeo"
"2659",4,4,3,4,4,5,4,5,5,"Romeo"
"2660",4,5,2,4,3,5,5,3,2,"Romeo"
"2661",6,5,5,4,4,3,5,4,4,"Sierra"
"2662",5,2,5,6,4,4,7,3,5,"Romeo"
"2663",5,4,4,4,6,4,4,3,3,"Sierra"
"2664",4,3,3,4,4,4,3,3,5,"Sierra"
"2665",4,4,5,5,6,2,4,4,3,"Tango"
"2666",4,5,5,5,3,3,4,4,4,"Sierra"
"2667",5,4,3,4,3,5,5,7,4,"Papa"
"2668",5,4,7,5,4,5,6,4,5,"Romeo"
"2669",4,5,5,4,4,5,5,4,4,"Sierra"
"2670",4,4,5,3,3,3,4,3,5,"Romeo"
"2671",4,3,3,3,5,5,4,4,4,"Romeo"
"2672",6,4,3,2,3,4,4,6,4,"Romeo"
"2673",4,6,4,3,4,3,3,5,3,"Sierra"
"2674",6,7,4,4,4,4,4,5,4,"Romeo"
"2675",5,4,3,4,5,5,5,4,4,"Sierra"
"2676",3,3,6,4,5,3,5,4,5,"Sierra"
"2677",4,3,2,4,3,4,3,4,5,"Papa"
"2678",4,4,5,3,4,5,4,3,5,"Sierra"
"2679",4,3,5,5,5,5,5,5,4,"Romeo"
"2680",4,5,6,3,2,4,4,3,3,"Sierra"
"2681",4,4,5,4,5,5,6,2,3,"Tango"
"2682",5,4,5,3,5,7,4,5,5,"Sierra"
"2683",5,3,3,3,4,5,5,4,3,"Romeo"
"2684",4,3,5,5,5,4,5,3,3,"Sierra"
"2685",4,4,5,4,3,2,4,4,3,"Tango"
"2686",4,4,5,5,4,4,4,4,2,"Sierra"
"2687",5,4,4,4,3,3,3,4,2,"Sierra"
"2688",3,4,5,3,3,4,2,2,3,"Sierra"
"2689",3,4,4,5,5,6,4,6,5,"Papa"
"2690",4,3,3,4,4,2,5,3,3,"Sierra"
"2691",6,6,3,3,3,3,3,4,2,"Tango"
"2692",3,3,5,5,5,4,4,2,2,"Tango"
"2693",4,6,4,5,4,5,4,4,4,"Sierra"
"2694",4,3,3,3,2,4,3,3,4,"Papa"
"2695",6,4,4,3,5,4,3,5,4,"Papa"
"2696",5,5,2,2,3,3,4,6,4,"Sierra"
"2697",6,5,5,4,4,4,4,4,3,"Sierra"
"2698",4,5,7,4,4,4,5,4,4,"Tango"
"2699",3,5,4,5,3,4,4,3,4,"Sierra"
"2700",6,3,6,3,3,6,3,4,5,"Romeo"
"2701",4,5,4,4,6,6,3,5,4,"Romeo"
"2702",5,4,2,4,3,4,5,4,4,"Romeo"
"2703",3,3,3,4,4,5,4,4,3,"Romeo"
"2704",3,4,3,3,4,3,3,4,3,"Romeo"
"2705",3,3,3,4,2,4,4,3,1,"Sierra"
"2706",4,4,3,3,3,4,4,3,4,"Romeo"
"2707",6,6,4,6,6,3,4,5,5,"Tango"
"2708",4,3,4,3,5,5,4,4,3,"Sierra"
"2709",4,4,6,6,5,4,6,6,4,"Sierra"
"2710",5,6,4,3,5,4,4,4,4,"Romeo"
"2711",5,5,4,4,4,4,2,3,4,"Romeo"
"2712",4,5,4,5,4,6,5,5,6,"Papa"
"2713",6,4,4,5,5,5,4,4,6,"Romeo"
"2714",4,3,4,3,3,4,4,3,3,"Romeo"
"2715",4,3,4,4,3,5,3,4,5,"Papa"
"2716",5,4,3,4,2,5,4,5,4,"Sierra"
"2717",3,5,3,3,3,3,3,3,4,"Romeo"
"2718",6,4,3,4,4,6,4,3,5,"Sierra"
"2719",4,4,5,6,5,4,3,5,3,"Tango"
"2720",3,3,5,4,2,3,4,3,3,"Sierra"
"2721",4,4,5,6,6,5,5,3,4,"Sierra"
"2722",3,3,6,4,5,4,6,3,2,"Sierra"
"2723",4,3,4,3,3,3,4,5,4,"Romeo"
"2724",3,3,3,4,6,5,3,2,3,"Papa"
"2725",5,2,3,3,4,5,3,5,4,"Papa"
"2726",4,3,6,7,4,5,5,5,4,"Tango"
"2727",3,3,3,4,4,3,5,3,3,"Tango"
"2728",5,3,4,4,4,5,2,5,4,"Papa"
"2729",4,5,4,3,4,6,3,3,4,"Romeo"
"2730",6,5,3,3,3,5,5,3,5,"Sierra"
"2731",5,4,4,3,4,4,4,3,3,"Sierra"
"2732",3,2,3,5,3,4,1,3,3,"Romeo"
"2733",4,3,1,2,2,5,5,4,4,"Papa"
"2734",3,3,4,4,4,4,3,4,3,"Papa"
"2735",4,2,4,4,5,5,5,4,3,"Romeo"
"2736",4,4,2,3,4,4,4,3,4,"Romeo"
"2737",5,4,4,5,4,5,5,4,4,"Sierra"
"2738",5,4,4,4,3,4,5,3,2,"Sierra"
"2739",4,3,5,5,5,4,3,3,4,"Tango"
"2740",4,5,3,5,2,3,4,4,4,"Romeo"
"2741",5,2,3,4,4,5,3,6,4,"Romeo"
"2742",4,4,2,4,3,4,3,4,2,"Tango"
"2743",3,2,6,5,4,4,5,4,3,"Romeo"
"2744",4,3,4,4,4,3,7,5,3,"Romeo"
"2745",5,6,5,5,4,5,5,4,4,"Sierra"
"2746",4,4,4,3,5,6,4,3,3,"Romeo"
"2747",4,3,4,3,5,3,3,4,3,"Sierra"
"2748",5,4,6,4,7,4,5,4,5,"Sierra"
"2749",3,2,3,4,3,5,5,3,3,"Sierra"
"2750",4,5,2,2,2,4,3,3,3,"Romeo"
"2751",5,3,4,3,4,5,4,3,4,"Papa"
"2752",5,3,3,5,3,3,4,6,5,"Papa"
"2753",5,4,5,2,4,5,4,3,4,"Romeo"
"2754",4,3,4,3,4,3,4,3,4,"Romeo"
"2755",3,4,5,4,4,3,5,4,4,"Tango"
"2756",3,4,6,6,5,4,4,4,3,"Tango"
"2757",4,4,5,4,4,5,4,4,5,"Papa"
"2758",3,2,4,4,3,3,5,2,2,"Sierra"
"2759",4,4,3,4,4,6,3,4,4,"Romeo"
"2760",3,3,5,4,5,4,5,2,2,"Sierra"
"2761",4,5,3,3,3,7,2,5,4,"Papa"
"2762",5,5,4,3,3,5,3,2,4,"Romeo"
"2763",4,4,4,4,2,3,4,4,3,"Romeo"
"2764",4,3,4,5,5,5,5,4,4,"Papa"
"2765",3,4,3,4,4,3,4,2,2,"Tango"
"2766",5,5,5,5,4,5,4,3,4,"Sierra"
"2767",4,4,5,7,5,2,5,2,3,"Tango"
"2768",5,4,3,2,2,5,4,4,4,"Romeo"
"2769",7,5,4,3,3,4,5,5,4,"Sierra"
"2770",4,4,4,4,4,4,3,4,4,"Romeo"
"2771",4,5,4,5,3,4,3,5,2,"Sierra"
"2772",5,3,4,3,4,4,5,3,6,"Romeo"
"2773",3,3,3,3,3,4,3,4,4,"Romeo"
"2774",4,5,4,4,6,5,6,4,4,"Sierra"
"2775",3,5,4,5,3,4,4,2,3,"Sierra"
"2776",2,1,4,5,2,4,6,5,4,"Romeo"
"2777",5,3,2,3,3,3,4,4,3,"Romeo"
"2778",5,4,3,4,2,6,3,4,3,"Papa"
"2779",4,3,6,4,3,5,4,5,4,"Sierra"
"2780",5,6,4,4,2,4,3,4,4,"Sierra"
"2781",3,4,3,5,3,4,3,4,4,"Sierra"
"2782",4,5,3,3,4,4,4,4,3,"Sierra"
"2783",7,5,4,3,6,6,4,4,5,"Sierra"
"2784",3,3,3,3,4,4,5,4,4,"Romeo"
"2785",5,5,5,4,4,3,5,4,4,"Sierra"
"2786",4,4,4,6,4,4,3,4,4,"Romeo"
"2787",5,4,5,5,4,4,5,4,3,"Sierra"
"2788",3,3,3,4,3,2,4,2,3,"Sierra"
"2789",5,3,1,3,2,5,4,5,4,"Papa"
"2790",3,2,5,5,4,3,5,3,3,"Tango"
"2791",5,4,6,4,5,4,6,4,5,"Papa"
"2792",5,3,3,3,3,5,3,4,4,"Romeo"
"2793",3,2,5,5,4,5,3,4,3,"Romeo"
"2794",4,2,4,4,4,4,4,3,4,"Romeo"
"2795",5,3,4,4,3,6,5,5,4,"Romeo"
"2796",4,3,4,4,5,5,5,5,3,"Romeo"
"2797",3,2,6,7,5,3,5,4,4,"Sierra"
"2798",5,4,4,6,4,4,6,4,4,"Tango"
"2799",5,4,4,5,5,3,3,5,3,"Romeo"
"2800",3,2,4,4,3,4,4,4,3,"Sierra"
"2801",5,3,4,4,5,4,5,4,3,"Sierra"
"2802",4,3,5,4,5,3,5,6,4,"Sierra"
"2803",5,4,5,4,5,3,2,5,4,"Romeo"
"2804",5,4,1,2,2,5,4,4,5,"Papa"
"2805",5,4,6,3,4,7,6,3,4,"Tango"
"2806",6,4,5,5,3,6,5,5,6,"Papa"
"2807",3,4,6,6,6,4,3,3,2,"Sierra"
"2808",3,2,3,3,4,4,5,3,2,"Romeo"
"2809",4,3,3,3,4,4,4,5,4,"Romeo"
"2810",4,3,4,2,4,4,4,6,4,"Papa"
"2811",5,5,4,2,5,3,3,5,4,"Papa"
"2812",4,4,2,2,3,3,3,3,2,"Romeo"
"2813",6,5,3,5,4,5,4,4,4,"Papa"
"2814",3,3,4,5,5,5,5,6,4,"Romeo"
"2815",4,2,5,6,4,5,6,5,6,"Sierra"
"2816",6,4,3,2,3,4,4,3,3,"Papa"
"2817",3,1,1,3,2,5,5,4,4,"Romeo"
"2818",4,4,4,5,4,3,3,4,3,"Sierra"
"2819",4,4,3,6,4,5,4,5,4,"Sierra"
"2820",5,6,5,4,3,4,4,3,3,"Romeo"
"2821",4,4,4,4,3,6,2,6,5,"Papa"
"2822",6,4,5,4,4,5,5,6,5,"Sierra"
"2823",5,3,2,4,3,4,4,4,3,"Romeo"
"2824",4,3,5,5,4,6,5,5,5,"Papa"
"2825",5,3,4,4,4,5,2,5,3,"Romeo"
"2826",3,4,4,4,4,5,3,4,3,"Romeo"
"2827",5,5,5,5,5,5,5,5,3,"Romeo"
"2828",4,4,5,4,2,5,3,4,4,"Romeo"
"2829",3,5,5,4,3,4,4,4,3,"Romeo"
"2830",3,4,6,4,5,4,4,3,3,"Romeo"
"2831",4,2,6,6,4,5,4,5,4,"Romeo"
"2832",5,4,4,4,4,5,3,5,5,"Romeo"
"2833",4,4,6,6,5,5,5,3,3,"Romeo"
"2834",5,5,3,3,4,4,3,3,4,"Romeo"
"2835",4,4,5,4,5,4,4,4,3,"Tango"
"2836",4,3,4,3,4,4,5,4,3,"Sierra"
"2837",4,2,5,5,6,4,3,4,4,"Sierra"
"2838",5,4,5,4,3,4,3,5,5,"Romeo"
"2839",4,2,3,4,5,6,4,4,5,"Papa"
"2840",5,4,5,5,4,5,5,5,5,"Romeo"
"2841",5,4,3,5,4,6,4,5,4,"Papa"
"2842",4,4,5,4,5,4,5,4,3,"Sierra"
"2843",5,3,6,5,6,6,6,2,3,"Sierra"
"2844",4,5,6,4,3,4,4,4,4,"Sierra"
"2845",4,4,3,3,3,5,2,4,4,"Romeo"
"2846",5,3,3,4,5,4,3,4,2,"Sierra"
"2847",5,5,2,4,3,5,5,5,4,"Romeo"
"2848",4,3,4,4,5,4,5,3,2,"Sierra"
"2849",4,5,3,4,6,4,3,3,3,"Sierra"
"2850",3,4,4,5,5,4,4,2,2,"Tango"
"2851",3,3,3,4,3,5,4,6,3,"Papa"
"2852",5,4,3,2,3,5,3,5,5,"Romeo"
"2853",5,4,5,4,4,5,4,4,4,"Sierra"
"2854",5,4,6,5,5,5,5,3,3,"Tango"
"2855",4,3,4,4,3,4,2,3,4,"Sierra"
"2856",4,3,4,5,4,4,4,3,3,"Sierra"
"2857",4,3,3,5,4,4,4,5,4,"Sierra"
"2858",4,2,6,4,3,5,4,3,3,"Sierra"
"2859",5,4,4,6,4,6,5,6,5,"Romeo"
"2860",4,5,5,4,5,4,5,5,4,"Romeo"
"2861",4,5,3,2,3,6,5,2,3,"Romeo"
"2862",3,4,7,4,4,3,5,5,4,"Tango"
"2863",6,4,2,4,2,5,4,3,5,"Romeo"
"2864",4,3,3,4,3,5,5,5,3,"Romeo"
"2865",5,4,3,3,3,5,6,5,4,"Papa"
"2866",5,3,4,4,3,6,5,6,5,"Romeo"
"2867",6,7,3,4,4,4,3,3,5,"Sierra"
"2868",4,5,4,4,4,3,4,5,3,"Sierra"
"2869",4,4,4,4,4,4,3,4,3,"Sierra"
"2870",4,3,5,5,4,5,3,4,4,"Sierra"
"2871",5,5,3,3,6,3,4,4,3,"Sierra"
"2872",3,4,5,4,4,3,3,4,3,"Sierra"
"2873",5,7,4,5,3,2,4,3,3,"Sierra"
"2874",3,4,5,4,3,5,2,3,4,"Romeo"
"2875",5,5,4,3,3,4,4,5,4,"Romeo"
"2876",3,6,4,4,6,4,5,3,3,"Sierra"
"2877",3,3,2,3,4,3,4,3,5,"Romeo"
"2878",3,4,5,4,3,5,4,3,3,"Papa"
"2879",5,3,5,4,4,4,4,4,4,"Sierra"
"2880",3,4,6,6,4,3,5,3,3,"Tango"
"2881",3,3,4,3,3,3,4,3,2,"Romeo"
"2882",5,4,3,4,5,5,4,3,5,"Romeo"
"2883",3,3,5,5,5,4,4,5,3,"Sierra"
"2884",5,5,5,4,5,4,4,5,4,"Romeo"
"2885",4,3,4,5,5,3,6,3,5,"Sierra"
"2886",5,4,5,5,4,5,4,3,5,"Romeo"
"2887",6,6,3,4,2,5,3,5,4,"Tango"
"2888",5,2,6,4,4,5,4,4,6,"Sierra"
"2889",5,6,4,5,3,5,3,3,3,"Tango"
"2890",4,3,3,3,3,5,4,5,4,"Sierra"
"2891",5,4,3,4,4,5,5,5,5,"Romeo"
"2892",4,3,3,3,3,3,3,3,3,"Romeo"
"2893",4,2,4,3,5,3,5,4,2,"Tango"
"2894",3,3,3,3,3,4,3,2,1,"Romeo"
"2895",4,5,4,5,3,2,5,2,4,"Sierra"
"2896",4,3,3,3,5,4,3,3,4,"Romeo"
"2897",3,2,3,3,5,5,3,4,3,"Papa"
"2898",5,3,6,3,6,4,4,3,5,"Romeo"
"2899",4,4,4,5,5,4,5,3,4,"Romeo"
"2900",5,4,5,3,4,6,6,4,5,"Romeo"
"2901",3,2,4,3,3,3,4,3,3,"Romeo"
"2902",4,5,3,2,3,3,2,4,4,"Romeo"
"2903",4,4,3,2,3,5,5,5,4,"Papa"
"2904",5,7,4,4,3,3,5,2,3,"Romeo"
"2905",4,2,3,3,3,4,4,4,3,"Papa"
"2906",2,2,2,4,3,3,2,4,3,"Romeo"
"2907",4,3,4,5,4,5,4,4,4,"Romeo"
"2908",5,5,5,5,5,5,5,3,4,"Tango"
"2909",5,3,5,6,5,4,4,4,4,"Sierra"
"2910",2,2,5,4,5,4,2,2,4,"Sierra"
"2911",5,5,5,4,2,4,3,4,4,"Sierra"
"2912",6,5,3,4,2,3,3,3,2,"Romeo"
"2913",3,4,5,4,4,4,4,4,2,"Sierra"
"2914",5,4,3,4,4,4,4,3,3,"Sierra"
"2915",3,4,5,5,4,4,3,4,3,"Sierra"
"2916",2,2,2,3,4,6,4,4,4,"Romeo"
"2917",5,5,5,4,5,7,4,5,5,"Sierra"
"2918",4,5,5,4,4,3,5,2,3,"Sierra"
"2919",5,4,3,4,4,4,5,5,5,"Papa"
"2920",3,3,4,4,4,3,5,1,2,"Sierra"
"2921",3,3,3,4,5,4,5,4,4,"Sierra"
"2922",3,2,4,6,5,5,5,5,5,"Tango"
"2923",5,5,3,3,3,4,3,4,3,"Romeo"
"2924",4,3,4,4,3,4,4,4,4,"Romeo"
"2925",6,5,4,4,4,7,4,5,6,"Romeo"
"2926",3,4,3,4,3,5,2,5,4,"Sierra"
"2927",4,5,6,5,4,3,6,5,4,"Sierra"
"2928",4,4,4,4,3,5,3,4,5,"Romeo"
"2929",6,4,3,5,4,6,4,4,4,"Sierra"
"2930",3,3,3,3,2,4,4,4,4,"Romeo"
"2931",4,5,2,2,2,5,4,4,4,"Romeo"
"2932",4,3,4,5,3,5,5,3,4,"Romeo"
"2933",4,3,5,6,6,4,4,5,5,"Sierra"
"2934",6,5,5,5,6,5,5,6,5,"Sierra"
"2935",5,4,3,3,5,4,4,3,2,"Sierra"
"2936",3,5,4,3,4,3,4,4,3,"Sierra"
"2937",5,3,4,4,3,6,4,7,6,"Romeo"
"2938",4,3,5,2,2,3,5,3,4,"Romeo"
"2939",4,3,5,4,4,4,4,5,5,"Sierra"
"2940",5,5,4,3,2,3,4,5,4,"Papa"
